sample_label,centroid6
monkeyc1g1s1,1
monkeyc1g1s2,3
monkeyc1g1s3,3
monkeyc1g1s4,1
monkeyc1g1s5,1
monkeyc1g1s6,1
monkeyc1g1s7,1
monkeyc1g1s8,1
monkeyc1g1s9,1
monkeyc1g1s10,1
monkeyc1g1s11,1
monkeyc1g1s12,1
monkeyc1g1s13,1
monkeyc1g1s14,1
monkeyc1g1s15,1
monkeyc1g1s16,1
monkeyc1g1s17,1
monkeyc1g1s18,1
monkeyc1g1s19,1
monkeyc1g1s20,1
monkeyc1g1s21,1
monkeyc1g1s22,1
monkeyc1g1s23,1
monkeyc1g1s24,1
monkeyc1g1s25,1
monkeyc1g1s26,1
monkeyc1g1s27,1
monkeyc1g1s28,1
monkeyc1g1s29,1
monkeyc1g1s30,3
monkeyc1g1s31,1
monkeyc1g1s32,1
monkeyc1g1s33,1
monkeyc1g1s34,1
monkeyc1g1s35,1
monkeyc1g1s36,1
monkeyc1g1s37,1
monkeyc1g1s38,1
monkeyc1g1s39,1
monkeyc1g1s40,1
monkeyc1g1s41,1
monkeyc1g1s42,1
monkeyc1g1s43,1
monkeyc1g1s44,1
monkeyc1g1s45,1
monkeyc1g1s46,1
monkeyc1g1s47,1
monkeyc1g1s48,1
monkeyc1g1s49,1
monkeyc1g1s50,1
monkeyc1g1s51,3
monkeyc1g1s52,3
monkeyc1g1s53,1
monkeyc1g1s54,1
monkeyc1g1s55,1
monkeyc1g1s56,1
monkeyc1g1s57,1
monkeyc1g1s58,1
monkeyc1g1s59,1
monkeyc1g1s60,1
monkeyc1g1s61,1
monkeyc1g1s62,1
monkeyc1g1s63,1
monkeyc1g1s64,1
monkeyc1g1s65,1
monkeyc1g1s66,1
monkeyc1g1s67,1
monkeyc1g1s68,1
monkeyc1g1s69,1
monkeyc1g1s70,1
monkeyc1g1s71,1
monkeyc1g1s72,1
monkeyc1g1s73,1
monkeyc1g1s74,1
monkeyc1g1s75,1
monkeyc1g1s76,1
monkeyc1g1s77,1
monkeyc1g1s78,1
monkeyc1g1s79,1
monkeyc1g1s80,1
monkeyc1g1s81,1
monkeyc1g1s82,1
monkeyc1g1s83,1
monkeyc1g1s84,3
monkeyc1g1s85,1
monkeyc1g1s86,1
monkeyc1g1s87,1
monkeyc1g1s88,1
monkeyc1g1s89,1
monkeyc1g1s90,1
monkeyc1g1s91,1
monkeyc1g1s92,1
monkeyc1g1s93,1
monkeyc1g1s94,3
monkeyc1g1s95,1
monkeyc1g1s96,1
monkeyc1g1s97,1
monkeyc1g1s98,1
monkeyc1g1s99,1
monkeyc1g1s100,1
monkeyc1g1s101,3
monkeyc1g1s102,1
monkeyc1g1s103,1
monkeyc1g1s104,1
monkeyc1g1s105,1
monkeyc1g1s106,1
monkeyc1g1s107,1
monkeyc1g1s108,1
monkeyc1g1s109,1
monkeyc1g1s110,1
monkeyc1g1s111,1
monkeyc1g1s112,1
monkeyc1g1s113,1
monkeyc1g1s114,1
monkeyc1g1s115,1
monkeyc1g1s116,1
monkeyc1g1s117,1
monkeyc1g1s118,1
monkeyc1g1s119,1
monkeyc1g1s120,1
monkeyc1g1s121,1
monkeyc1g1s122,1
monkeyc1g1s123,1
monkeyc1g1s124,1
monkeyc1g1s125,1
monkeyc1g1s126,1
monkeyc1g1s127,1
monkeyc1g1s128,1
monkeyc1g1s129,1
monkeyc1g1s130,1
monkeyc1g1s131,1
monkeyc1g1s132,1
monkeyc1g1s133,1
monkeyc1g1s134,1
monkeyc1g1s135,1
monkeyc1g1s136,1
monkeyc1g1s137,1
monkeyc1g1s138,1
monkeyc1g1s139,1
monkeyc1g1s140,1
monkeyc1g1s141,1
monkeyc1g1s142,1
monkeyc1g1s143,1
monkeyc1g1s144,1
monkeyc1g1s145,1
monkeyc1g1s146,1
monkeyc1g1s147,3
monkeyc1g1s148,1
monkeyc1g1s149,1
monkeyc1g1s150,1
monkeyc1g1s151,1
monkeyc1g1s152,1
monkeyc1g1s153,1
monkeyc1g1s154,1
monkeyc1g1s155,1
monkeyc1g1s156,1
monkeyc1g1s157,1
monkeyc1g1s158,1
monkeyc1g1s159,1
monkeyc1g1s160,1
monkeyc1g1s161,1
monkeyc1g1s162,1
monkeyc1g1s163,1
monkeyc1g1s164,1
monkeyc1g1s165,1
monkeyc1g1s166,1
monkeyc1g1s167,1
monkeyc1g1s168,1
monkeyc1g1s169,1
monkeyc1g1s170,1
monkeyc1g1s171,1
monkeyc1g1s172,1
monkeyc1g1s173,1
monkeyc1g1s174,1
monkeyc1g1s175,1
monkeyc1g1s176,1
monkeyc1g1s177,1
monkeyc1g1s178,1
monkeyc1g1s179,1
monkeyc1g1s180,1
monkeyc1g1s181,1
monkeyc1g1s182,1
monkeyc1g1s183,1
monkeyc1g1s184,1
monkeyc1g1s185,1
monkeyc1g1s186,1
monkeyc1g1s187,1
monkeyc1g1s188,1
monkeyc1g1s189,1
monkeyc1g1s190,1
monkeyc1g1s191,1
monkeyc1g1s192,1
monkeyc1g1s193,1
monkeyc1g1s194,1
monkeyc1g1s195,1
monkeyc1g1s196,1
monkeyc1g1s197,1
monkeyc1g1s198,1
monkeyc1g1s199,1
monkeyc1g1s200,1
monkeyc1g1s201,1
monkeyc1g1s202,1
monkeyc1g1s203,1
monkeyc1g1s204,1
monkeyc1g1s205,1
monkeyc1g1s206,1
monkeyc1g1s207,1
monkeyc1g1s208,1
monkeyc1g1s209,1
monkeyc1g1s210,1
monkeyc1g1s211,1
monkeyc1g1s212,1
monkeyc1g1s213,1
monkeyc1g1s214,1
monkeyc1g1s215,1
monkeyc1g1s216,1
monkeyc1g1s217,1
monkeyc1g1s218,1
monkeyc1g1s219,1
monkeyc1g1s220,1
monkeyc1g1s221,1
monkeyc1g1s222,1
monkeyc1g1s223,1
monkeyc1g1s224,1
monkeyc1g1s225,1
monkeyc1g1s226,1
monkeyc1g1s227,1
monkeyc1g1s228,1
monkeyc1g1s229,1
monkeyc1g1s230,1
monkeyc1g1s231,1
monkeyc1g1s232,1
monkeyc1g1s233,1
monkeyc1g1s234,1
monkeyc1g1s235,3
monkeyc1g1s236,1
monkeyc1g1s237,1
monkeyc1g1s238,1
monkeyc1g1s239,1
monkeyc1g1s240,1
monkeyc1g1s241,1
monkeyc1g1s242,1
monkeyc1g1s243,1
monkeyc1g1s244,1
monkeyc1g1s245,1
monkeyc1g1s246,1
monkeyc1g1s247,1
monkeyc1g1s248,1
monkeyc1g1s249,1
monkeyc1g1s250,1
monkeyc1g1s251,1
monkeyc1g1s252,1
monkeyc1g1s253,1
monkeyc1g1s254,1
monkeyc1g1s255,1
monkeyc1g1s256,1
monkeyc1g1s257,1
monkeyc1g1s258,3
monkeyc1g1s259,1
monkeyc1g1s260,1
monkeyc1g1s261,1
monkeyc1g1s262,3
monkeyc1g1s263,1
monkeyc1g1s264,1
monkeyc1g1s265,1
monkeyc1g1s266,1
monkeyc1g1s267,1
monkeyc1g1s268,1
monkeyc1g1s269,1
monkeyc1g1s270,1
monkeyc1g1s271,1
monkeyc1g1s272,1
monkeyc1g1s273,1
monkeyc1g1s274,1
monkeyc1g1s275,1
monkeyc1g1s276,1
monkeyc1g1s277,1
monkeyc1g1s278,1
monkeyc1g1s279,1
monkeyc1g1s280,3
monkeyc1g1s281,1
monkeyc1g1s282,1
monkeyc1g1s283,1
monkeyc1g1s284,1
monkeyc1g1s285,1
monkeyc1g1s286,1
monkeyc1g1s287,1
monkeyc1g1s288,1
monkeyc1g1s289,1
monkeyc1g1s290,1
monkeyc1g1s291,1
monkeyc1g1s292,1
monkeyc1g1s293,1
monkeyc1g1s294,1
monkeyc1g1s295,1
monkeyc1g1s296,1
monkeyc1g1s297,1
monkeyc1g1s298,1
monkeyc1g1s299,1
monkeyc1g1s300,1
monkeyc1g1s301,1
monkeyc1g1s302,1
monkeyc1g1s303,2
monkeyc1g1s304,3
monkeyc1g1s305,1
monkeyc1g1s306,1
monkeyc1g1s307,1
monkeyc1g1s308,1
monkeyc1g1s309,1
monkeyc1g1s310,1
monkeyc1g1s311,1
monkeyc1g1s312,1
monkeyc1g1s313,1
monkeyc1g1s314,1
monkeyc1g1s315,1
monkeyc1g1s316,1
monkeyc1g1s317,1
monkeyc1g1s318,1
monkeyc1g1s319,1
monkeyc1g1s320,1
monkeyc1g1s321,1
monkeyc1g1s322,1
monkeyc1g1s323,1
monkeyc1g1s324,1
monkeyc1g1s325,3
monkeyc1g1s326,1
monkeyc1g1s327,1
monkeyc1g1s328,1
monkeyc1g1s329,1
monkeyc1g1s330,1
monkeyc1g1s331,1
monkeyc1g1s332,3
monkeyc1g1s333,1
monkeyc1g1s334,1
monkeyc1g1s335,1
monkeyc1g1s336,1
monkeyc1g1s337,1
monkeyc1g1s338,1
monkeyc1g1s339,1
monkeyc1g1s340,1
monkeyc1g1s341,1
monkeyc1g1s342,3
monkeyc1g1s343,1
monkeyc1g1s344,1
monkeyc1g1s345,1
monkeyc1g1s346,1
monkeyc1g1s347,1
monkeyc1g1s348,1
monkeyc1g1s349,1
monkeyc1g1s350,1
monkeyc1g1s351,1
monkeyc1g1s352,1
monkeyc1g1s353,1
monkeyc1g1s354,1
monkeyc1g1s355,1
monkeyc1g1s356,1
monkeyc1g1s357,1
monkeyc1g1s358,1
monkeyc1g1s359,1
monkeyc1g1s360,1
monkeyc1g1s361,1
monkeyc1g1s362,1
monkeyc1g1s363,1
monkeyc1g1s364,1
monkeyc1g1s365,1
monkeyc1g1s366,1
monkeyc1g1s367,1
monkeyc1g1s368,1
monkeyc1g1s369,1
monkeyc1g1s370,1
monkeyc1g1s371,1
monkeyc1g1s372,1
monkeyc1g1s373,1
monkeyc1g1s374,1
monkeyc1g1s375,1
monkeyc1g1s376,3
monkeyc1g1s377,1
monkeyc1g1s378,1
monkeyc1g1s379,1
monkeyc1g1s380,1
monkeyc1g1s381,1
monkeyc1g1s382,1
monkeyc1g1s383,1
monkeyc1g1s384,1
monkeyc1g1s385,1
monkeyc1g1s386,1
monkeyc1g1s387,1
monkeyc1g1s388,1
monkeyc1g1s389,1
monkeyc1g1s390,1
monkeyc1g1s391,1
monkeyc1g1s392,1
monkeyc1g1s393,1
monkeyc1g1s394,1
monkeyc1g1s395,1
monkeyc1g1s396,1
monkeyc1g1s397,1
monkeyc1g1s398,1
monkeyc1g1s399,1
monkeyc1g1s400,3
monkeyc1g1s401,1
monkeyc1g1s402,1
monkeyc1g1s403,1
monkeyc1g1s404,1
monkeyc1g1s405,1
monkeyc1g1s406,1
monkeyc1g1s407,1
monkeyc1g1s408,1
monkeyc1g1s409,1
monkeyc1g1s410,1
monkeyc1g1s411,1
monkeyc1g1s412,1
monkeyc1g1s413,1
monkeyc1g1s414,1
monkeyc1g1s415,1
monkeyc1g1s416,1
monkeyc1g1s417,1
monkeyc1g1s418,1
monkeyc1g1s419,1
monkeyc1g1s420,1
monkeyc1g1s421,1
monkeyc1g1s422,1
monkeyc1g1s423,1
monkeyc1g1s424,1
monkeyc1g1s425,1
monkeyc1g1s426,1
monkeyc1g1s427,1
monkeyc1g1s428,1
monkeyc1g1s429,1
monkeyc1g1s430,1
monkeyc1g1s431,1
monkeyc1g1s432,1
monkeyc1g1s433,1
monkeyc1g1s434,1
monkeyc1g1s435,1
monkeyc1g1s436,1
monkeyc1g1s437,1
monkeyc1g1s438,1
monkeyc1g1s439,1
monkeyc1g1s440,1
monkeyc1g1s441,1
monkeyc1g1s442,1
monkeyc1g1s443,1
monkeyc1g1s444,1
monkeyc1g1s445,1
monkeyc1g1s446,1
monkeyc1g1s447,1
monkeyc1g1s448,1
monkeyc1g1s449,1
monkeyc1g1s450,1
monkeyc1g1s451,1
monkeyc1g1s452,1
monkeyc1g1s453,1
monkeyc1g1s454,1
monkeyc1g1s455,1
monkeyc1g1s456,1
monkeyc1g1s457,1
monkeyc1g1s458,1
monkeyc1g1s459,1
monkeyc1g1s460,1
monkeyc1g1s461,1
monkeyc1g1s462,1
monkeyc1g1s463,3
monkeyc1g1s464,1
monkeyc1g1s465,1
monkeyc1g1s466,1
monkeyc1g1s467,1
monkeyc1g1s468,1
monkeyc1g1s469,1
monkeyc1g1s470,1
monkeyc1g1s471,1
monkeyc1g1s472,1
monkeyc1g1s473,1
monkeyc1g1s474,1
monkeyc1g1s475,1
monkeyc1g1s476,1
monkeyc1g1s477,1
monkeyc1g1s478,1
monkeyc1g1s479,1
monkeyc1g1s480,1
monkeyc1g1s481,1
monkeyc1g1s482,1
monkeyc1g1s483,1
monkeyc1g1s484,1
monkeyc1g1s485,1
monkeyc1g1s486,1
monkeyc1g1s487,1
monkeyc1g1s488,1
monkeyc1g1s489,1
monkeyc1g1s490,1
monkeyc1g1s491,1
monkeyc1g1s492,1
monkeyc1g1s493,1
monkeyc1g1s494,1
monkeyc1g1s495,1
monkeyc1g1s496,1
monkeyc1g1s497,1
monkeyc1g1s498,1
monkeyc1g1s499,1
monkeyc1g1s500,1
monkeyc2g2s501,5
monkeyc2g2s502,5
monkeyc2g2s503,1
monkeyc2g2s504,2
monkeyc2g2s505,5
monkeyc2g2s506,5
monkeyc2g2s507,5
monkeyc2g2s508,5
monkeyc2g2s509,5
monkeyc2g2s510,5
monkeyc2g2s511,5
monkeyc2g2s512,5
monkeyc2g2s513,5
monkeyc2g2s514,5
monkeyc2g2s515,5
monkeyc2g2s516,5
monkeyc2g2s517,5
monkeyc2g2s518,5
monkeyc2g2s519,5
monkeyc2g2s520,5
monkeyc2g2s521,5
monkeyc2g2s522,5
monkeyc2g2s523,5
monkeyc2g2s524,5
monkeyc2g2s525,1
monkeyc2g2s526,5
monkeyc2g2s527,5
monkeyc2g2s528,5
monkeyc2g2s529,1
monkeyc2g2s530,5
monkeyc2g2s531,5
monkeyc2g2s532,5
monkeyc2g2s533,5
monkeyc2g2s534,5
monkeyc2g2s535,5
