sample_label,centroid9
monkeyc1g1s1,5
monkeyc1g1s2,6
monkeyc1g1s3,6
monkeyc1g1s4,2
monkeyc1g1s5,2
monkeyc1g1s6,2
monkeyc1g1s7,2
monkeyc1g1s8,2
monkeyc1g1s9,5
monkeyc1g1s10,5
monkeyc1g1s11,6
monkeyc1g1s12,5
monkeyc1g1s13,5
monkeyc1g1s14,5
monkeyc1g1s15,5
monkeyc1g1s16,5
monkeyc1g1s17,2
monkeyc1g1s18,2
monkeyc1g1s19,2
monkeyc1g1s20,5
monkeyc1g1s21,5
monkeyc1g1s22,2
monkeyc1g1s23,2
monkeyc1g1s24,2
monkeyc1g1s25,2
monkeyc1g1s26,2
monkeyc1g1s27,2
monkeyc1g1s28,5
monkeyc1g1s29,5
monkeyc1g1s30,6
monkeyc1g1s31,5
monkeyc1g1s32,2
monkeyc1g1s33,5
monkeyc1g1s34,2
monkeyc1g1s35,2
monkeyc1g1s36,2
monkeyc1g1s37,2
monkeyc1g1s38,5
monkeyc1g1s39,2
monkeyc1g1s40,5
monkeyc1g1s41,2
monkeyc1g1s42,2
monkeyc1g1s43,2
monkeyc1g1s44,2
monkeyc1g1s45,2
monkeyc1g1s46,2
monkeyc1g1s47,2
monkeyc1g1s48,5
monkeyc1g1s49,2
monkeyc1g1s50,2
monkeyc1g1s51,6
monkeyc1g1s52,6
monkeyc1g1s53,2
monkeyc1g1s54,2
monkeyc1g1s55,2
monkeyc1g1s56,2
monkeyc1g1s57,5
monkeyc1g1s58,5
monkeyc1g1s59,2
monkeyc1g1s60,5
monkeyc1g1s61,5
monkeyc1g1s62,2
monkeyc1g1s63,5
monkeyc1g1s64,5
monkeyc1g1s65,5
monkeyc1g1s66,5
monkeyc1g1s67,5
monkeyc1g1s68,2
monkeyc1g1s69,2
monkeyc1g1s70,5
monkeyc1g1s71,2
monkeyc1g1s72,5
monkeyc1g1s73,5
monkeyc1g1s74,5
monkeyc1g1s75,5
monkeyc1g1s76,5
monkeyc1g1s77,2
monkeyc1g1s78,5
monkeyc1g1s79,2
monkeyc1g1s80,2
monkeyc1g1s81,5
monkeyc1g1s82,5
monkeyc1g1s83,2
monkeyc1g1s84,6
monkeyc1g1s85,2
monkeyc1g1s86,2
monkeyc1g1s87,5
monkeyc1g1s88,5
monkeyc1g1s89,2
monkeyc1g1s90,5
monkeyc1g1s91,5
monkeyc1g1s92,2
monkeyc1g1s93,2
monkeyc1g1s94,5
monkeyc1g1s95,2
monkeyc1g1s96,5
monkeyc1g1s97,5
monkeyc1g1s98,2
monkeyc1g1s99,2
monkeyc1g1s100,5
monkeyc1g1s101,6
monkeyc1g1s102,2
monkeyc1g1s103,2
monkeyc1g1s104,2
monkeyc1g1s105,5
monkeyc1g1s106,6
monkeyc1g1s107,5
monkeyc1g1s108,2
monkeyc1g1s109,2
monkeyc1g1s110,5
monkeyc1g1s111,6
monkeyc1g1s112,5
monkeyc1g1s113,5
monkeyc1g1s114,2
monkeyc1g1s115,2
monkeyc1g1s116,5
monkeyc1g1s117,2
monkeyc1g1s118,2
monkeyc1g1s119,5
monkeyc1g1s120,2
monkeyc1g1s121,5
monkeyc1g1s122,2
monkeyc1g1s123,5
monkeyc1g1s124,5
monkeyc1g1s125,2
monkeyc1g1s126,2
monkeyc1g1s127,2
monkeyc1g1s128,2
monkeyc1g1s129,5
monkeyc1g1s130,5
monkeyc1g1s131,5
monkeyc1g1s132,5
monkeyc1g1s133,2
monkeyc1g1s134,5
monkeyc1g1s135,2
monkeyc1g1s136,2
monkeyc1g1s137,2
monkeyc1g1s138,5
monkeyc1g1s139,2
monkeyc1g1s140,5
monkeyc1g1s141,5
monkeyc1g1s142,5
monkeyc1g1s143,2
monkeyc1g1s144,5
monkeyc1g1s145,2
monkeyc1g1s146,2
monkeyc1g1s147,6
monkeyc1g1s148,2
monkeyc1g1s149,2
monkeyc1g1s150,2
monkeyc1g1s151,5
monkeyc1g1s152,5
monkeyc1g1s153,2
monkeyc1g1s154,2
