sample_label,centroid8
monkeyc1g1s1,2
monkeyc1g1s2,5
monkeyc1g1s3,5
monkeyc1g1s4,7
monkeyc1g1s5,7
monkeyc1g1s6,7
monkeyc1g1s7,7
monkeyc1g1s8,7
monkeyc1g1s9,2
monkeyc1g1s10,2
monkeyc1g1s11,7
monkeyc1g1s12,7
monkeyc1g1s13,7
monkeyc1g1s14,2
monkeyc1g1s15,7
monkeyc1g1s16,2
monkeyc1g1s17,7
monkeyc1g1s18,7
monkeyc1g1s19,7
monkeyc1g1s20,7
monkeyc1g1s21,5
monkeyc1g1s22,7
monkeyc1g1s23,0
monkeyc1g1s24,7
monkeyc1g1s25,7
monkeyc1g1s26,7
monkeyc1g1s27,7
monkeyc1g1s28,7
monkeyc1g1s29,2
monkeyc1g1s30,5
monkeyc1g1s31,7
monkeyc1g1s32,7
monkeyc1g1s33,2
monkeyc1g1s34,0
monkeyc1g1s35,7
monkeyc1g1s36,7
monkeyc1g1s37,7
monkeyc1g1s38,7
monkeyc1g1s39,7
monkeyc1g1s40,7
monkeyc1g1s41,7
monkeyc1g1s42,0
monkeyc1g1s43,7
monkeyc1g1s44,0
monkeyc1g1s45,7
monkeyc1g1s46,7
monkeyc1g1s47,7
monkeyc1g1s48,7
monkeyc1g1s49,7
monkeyc1g1s50,7
monkeyc1g1s51,7
monkeyc1g1s52,5
monkeyc1g1s53,7
monkeyc1g1s54,7
monkeyc1g1s55,7
monkeyc1g1s56,7
monkeyc1g1s57,2
monkeyc1g1s58,0
monkeyc1g1s59,7
monkeyc1g1s60,7
monkeyc1g1s61,7
monkeyc1g1s62,7
monkeyc1g1s63,7
monkeyc1g1s64,5
monkeyc1g1s65,2
monkeyc1g1s66,2
monkeyc1g1s67,2
monkeyc1g1s68,7
monkeyc1g1s69,7
monkeyc1g1s70,7
monkeyc1g1s71,7
monkeyc1g1s72,2
monkeyc1g1s73,2
monkeyc1g1s74,2
monkeyc1g1s75,5
monkeyc1g1s76,2
monkeyc1g1s77,7
monkeyc1g1s78,2
monkeyc1g1s79,7
monkeyc1g1s80,7
monkeyc1g1s81,7
monkeyc1g1s82,2
monkeyc1g1s83,7
monkeyc1g1s84,7
monkeyc1g1s85,7
monkeyc1g1s86,7
monkeyc1g1s87,2
monkeyc1g1s88,2
monkeyc1g1s89,7
monkeyc1g1s90,2
monkeyc1g1s91,2
monkeyc1g1s92,7
monkeyc1g1s93,7
monkeyc1g1s94,5
monkeyc1g1s95,7
monkeyc1g1s96,2
monkeyc1g1s97,2
monkeyc1g1s98,7
monkeyc1g1s99,7
monkeyc1g1s100,7
monkeyc1g1s101,5
monkeyc1g1s102,7
monkeyc1g1s103,7
