sample_label,centroid11
monkeyc1g1s1,0
monkeyc1g1s2,2
monkeyc1g1s3,2
monkeyc1g1s4,2
monkeyc1g1s5,2
monkeyc1g1s6,2
monkeyc1g1s7,2
monkeyc1g1s8,2
monkeyc1g1s9,0
monkeyc1g1s10,0
monkeyc1g1s11,2
monkeyc1g1s12,2
monkeyc1g1s13,2
monkeyc1g1s14,0
monkeyc1g1s15,2
monkeyc1g1s16,2
monkeyc1g1s17,2
monkeyc1g1s18,2
monkeyc1g1s19,2
monkeyc1g1s20,2
monkeyc1g1s21,0
monkeyc1g1s22,2
monkeyc1g1s23,2
monkeyc1g1s24,2
monkeyc1g1s25,2
monkeyc1g1s26,2
monkeyc1g1s27,2
monkeyc1g1s28,2
monkeyc1g1s29,0
monkeyc1g1s30,2
monkeyc1g1s31,2
monkeyc1g1s32,2
monkeyc1g1s33,0
monkeyc1g1s34,2
monkeyc1g1s35,2
monkeyc1g1s36,2
monkeyc1g1s37,2
monkeyc1g1s38,2
monkeyc1g1s39,2
monkeyc1g1s40,2
monkeyc1g1s41,2
monkeyc1g1s42,2
monkeyc1g1s43,2
monkeyc1g1s44,2
monkeyc1g1s45,2
monkeyc1g1s46,2
monkeyc1g1s47,2
monkeyc1g1s48,2
monkeyc1g1s49,2
monkeyc1g1s50,2
monkeyc1g1s51,2
monkeyc1g1s52,0
monkeyc1g1s53,2
monkeyc1g1s54,2
monkeyc1g1s55,2
monkeyc1g1s56,2
monkeyc1g1s57,0
monkeyc1g1s58,2
monkeyc1g1s59,2
monkeyc1g1s60,2
monkeyc1g1s61,2
monkeyc1g1s62,2
monkeyc1g1s63,2
monkeyc1g1s64,0
monkeyc1g1s65,0
monkeyc1g1s66,0
monkeyc1g1s67,0
monkeyc1g1s68,2
monkeyc1g1s69,2
monkeyc1g1s70,2
monkeyc1g1s71,2
monkeyc1g1s72,0
monkeyc1g1s73,0
monkeyc1g1s74,2
monkeyc1g1s75,0
monkeyc1g1s76,0
monkeyc1g1s77,2
monkeyc1g1s78,0
monkeyc1g1s79,2
monkeyc1g1s80,2
monkeyc1g1s81,2
monkeyc1g1s82,0
monkeyc1g1s83,2
monkeyc1g1s84,2
monkeyc1g1s85,2
monkeyc1g1s86,2
monkeyc1g1s87,0
monkeyc1g1s88,2
monkeyc1g1s89,2
monkeyc1g1s90,0
monkeyc1g1s91,0
monkeyc1g1s92,2
monkeyc1g1s93,2
monkeyc1g1s94,0
monkeyc1g1s95,2
monkeyc1g1s96,0
monkeyc1g1s97,0
monkeyc1g1s98,2
monkeyc1g1s99,2
monkeyc1g1s100,2
monkeyc1g1s101,0
monkeyc1g1s102,2
monkeyc1g1s103,2
monkeyc1g1s104,2
monkeyc1g1s105,2
monkeyc1g1s106,2
monkeyc1g1s107,0
monkeyc1g1s108,2
monkeyc1g1s109,2
monkeyc1g1s110,2
monkeyc1g1s111,2
monkeyc1g1s112,0
monkeyc1g1s113,2
monkeyc1g1s114,2
monkeyc1g1s115,2
monkeyc1g1s116,0
monkeyc1g1s117,2
monkeyc1g1s118,2
monkeyc1g1s119,0
monkeyc1g1s120,2
monkeyc1g1s121,2
monkeyc1g1s122,2
monkeyc1g1s123,0
monkeyc1g1s124,0
monkeyc1g1s125,2
monkeyc1g1s126,2
monkeyc1g1s127,2
monkeyc1g1s128,2
monkeyc1g1s129,0
monkeyc1g1s130,2
monkeyc1g1s131,0
monkeyc1g1s132,0
monkeyc1g1s133,2
monkeyc1g1s134,0
monkeyc1g1s135,2
monkeyc1g1s136,2
monkeyc1g1s137,2
monkeyc1g1s138,2
monkeyc1g1s139,2
monkeyc1g1s140,0
monkeyc1g1s141,0
monkeyc1g1s142,2
monkeyc1g1s143,2
monkeyc1g1s144,0
monkeyc1g1s145,2
monkeyc1g1s146,2
monkeyc1g1s147,0
monkeyc1g1s148,2
monkeyc1g1s149,2
monkeyc1g1s150,2
monkeyc1g1s151,0
monkeyc1g1s152,0
monkeyc1g1s153,2
monkeyc1g1s154,2
monkeyc1g1s155,2
monkeyc1g1s156,2
monkeyc1g1s157,0
monkeyc1g1s158,2
monkeyc1g1s159,0
monkeyc1g1s160,2
monkeyc1g1s161,2
monkeyc1g1s162,0
monkeyc1g1s163,2
monkeyc1g1s164,0
monkeyc1g1s165,2
monkeyc1g1s166,2
monkeyc1g1s167,0
monkeyc1g1s168,2
monkeyc1g1s169,0
monkeyc1g1s170,0
monkeyc1g1s171,2
monkeyc1g1s172,2
monkeyc1g1s173,2
monkeyc1g1s174,2
monkeyc1g1s175,2
monkeyc1g1s176,0
monkeyc1g1s177,0
monkeyc1g1s178,2
monkeyc1g1s179,2
monkeyc1g1s180,2
monkeyc1g1s181,2
monkeyc1g1s182,2
monkeyc1g1s183,2
monkeyc1g1s184,0
monkeyc1g1s185,0
monkeyc1g1s186,0
monkeyc1g1s187,2
monkeyc1g1s188,2
monkeyc1g1s189,2
monkeyc1g1s190,2
monkeyc1g1s191,2
monkeyc1g1s192,2
monkeyc1g1s193,0
monkeyc1g1s194,2
monkeyc1g1s195,0
monkeyc1g1s196,2
monkeyc1g1s197,0
monkeyc1g1s198,2
monkeyc1g1s199,2
monkeyc1g1s200,2
monkeyc1g1s201,2
monkeyc1g1s202,2
monkeyc1g1s203,2
monkeyc1g1s204,2
monkeyc1g1s205,2
monkeyc1g1s206,2
monkeyc1g1s207,2
monkeyc1g1s208,2
monkeyc1g1s209,2
monkeyc1g1s210,2
monkeyc1g1s211,2
monkeyc1g1s212,2
monkeyc1g1s213,0
monkeyc1g1s214,2
