sample_label,centroid7
monkeyc1g1s1,0
monkeyc1g1s2,0
monkeyc1g1s3,0
monkeyc1g1s4,4
monkeyc1g1s5,4
monkeyc1g1s6,4
monkeyc1g1s7,4
monkeyc1g1s8,4
monkeyc1g1s9,0
monkeyc1g1s10,0
monkeyc1g1s11,4
monkeyc1g1s12,4
monkeyc1g1s13,0
monkeyc1g1s14,0
monkeyc1g1s15,0
monkeyc1g1s16,0
monkeyc1g1s17,4
monkeyc1g1s18,4
monkeyc1g1s19,4
monkeyc1g1s20,4
monkeyc1g1s21,0
monkeyc1g1s22,4
monkeyc1g1s23,4
monkeyc1g1s24,4
monkeyc1g1s25,4
monkeyc1g1s26,4
monkeyc1g1s27,4
monkeyc1g1s28,4
monkeyc1g1s29,0
monkeyc1g1s30,0
monkeyc1g1s31,0
monkeyc1g1s32,4
monkeyc1g1s33,0
monkeyc1g1s34,4
monkeyc1g1s35,4
monkeyc1g1s36,4
monkeyc1g1s37,4
monkeyc1g1s38,0
monkeyc1g1s39,4
monkeyc1g1s40,0
monkeyc1g1s41,4
monkeyc1g1s42,4
monkeyc1g1s43,4
monkeyc1g1s44,4
monkeyc1g1s45,4
monkeyc1g1s46,4
monkeyc1g1s47,4
monkeyc1g1s48,4
monkeyc1g1s49,4
monkeyc1g1s50,4
monkeyc1g1s51,4
monkeyc1g1s52,0
monkeyc1g1s53,4
monkeyc1g1s54,4
monkeyc1g1s55,4
monkeyc1g1s56,4
monkeyc1g1s57,0
monkeyc1g1s58,4
monkeyc1g1s59,4
monkeyc1g1s60,4
monkeyc1g1s61,0
monkeyc1g1s62,4
monkeyc1g1s63,0
monkeyc1g1s64,0
monkeyc1g1s65,0
monkeyc1g1s66,0
monkeyc1g1s67,0
monkeyc1g1s68,4
monkeyc1g1s69,4
monkeyc1g1s70,0
monkeyc1g1s71,4
monkeyc1g1s72,0
monkeyc1g1s73,0
monkeyc1g1s74,0
monkeyc1g1s75,0
monkeyc1g1s76,0
monkeyc1g1s77,4
monkeyc1g1s78,0
monkeyc1g1s79,4
monkeyc1g1s80,4
monkeyc1g1s81,4
monkeyc1g1s82,0
monkeyc1g1s83,4
monkeyc1g1s84,0
monkeyc1g1s85,4
monkeyc1g1s86,4
monkeyc1g1s87,0
monkeyc1g1s88,0
monkeyc1g1s89,4
monkeyc1g1s90,0
monkeyc1g1s91,0
monkeyc1g1s92,4
monkeyc1g1s93,4
monkeyc1g1s94,0
monkeyc1g1s95,4
monkeyc1g1s96,0
monkeyc1g1s97,0
monkeyc1g1s98,4
monkeyc1g1s99,4
monkeyc1g1s100,4
monkeyc1g1s101,0
monkeyc1g1s102,4
monkeyc1g1s103,4
monkeyc1g1s104,4
monkeyc1g1s105,0
monkeyc1g1s106,4
monkeyc1g1s107,0
monkeyc1g1s108,4
monkeyc1g1s109,4
monkeyc1g1s110,4
monkeyc1g1s111,0
monkeyc1g1s112,0
monkeyc1g1s113,0
monkeyc1g1s114,4
monkeyc1g1s115,4
monkeyc1g1s116,0
monkeyc1g1s117,4
monkeyc1g1s118,4
monkeyc1g1s119,0
monkeyc1g1s120,4
monkeyc1g1s121,0
monkeyc1g1s122,4
monkeyc1g1s123,0
monkeyc1g1s124,0
monkeyc1g1s125,4
monkeyc1g1s126,4
monkeyc1g1s127,4
monkeyc1g1s128,4
monkeyc1g1s129,0
monkeyc1g1s130,4
monkeyc1g1s131,0
monkeyc1g1s132,0
monkeyc1g1s133,4
monkeyc1g1s134,0
monkeyc1g1s135,4
monkeyc1g1s136,4
monkeyc1g1s137,4
monkeyc1g1s138,0
monkeyc1g1s139,4
monkeyc1g1s140,0
monkeyc1g1s141,0
monkeyc1g1s142,0
monkeyc1g1s143,4
monkeyc1g1s144,0
monkeyc1g1s145,4
monkeyc1g1s146,4
monkeyc1g1s147,0
monkeyc1g1s148,4
monkeyc1g1s149,4
monkeyc1g1s150,4
monkeyc1g1s151,0
monkeyc1g1s152,0
monkeyc1g1s153,4
monkeyc1g1s154,4
monkeyc1g1s155,4
monkeyc1g1s156,4
monkeyc1g1s157,0
monkeyc1g1s158,4
monkeyc1g1s159,0
monkeyc1g1s160,4
monkeyc1g1s161,4
monkeyc1g1s162,0
monkeyc1g1s163,4
monkeyc1g1s164,0
monkeyc1g1s165,4
monkeyc1g1s166,4
monkeyc1g1s167,0
monkeyc1g1s168,4
monkeyc1g1s169,0
monkeyc1g1s170,0
monkeyc1g1s171,4
monkeyc1g1s172,4
monkeyc1g1s173,4
monkeyc1g1s174,4
monkeyc1g1s175,4
monkeyc1g1s176,0
monkeyc1g1s177,0
monkeyc1g1s178,4
monkeyc1g1s179,4
monkeyc1g1s180,4
monkeyc1g1s181,4
monkeyc1g1s182,4
monkeyc1g1s183,4
monkeyc1g1s184,0
monkeyc1g1s185,0
monkeyc1g1s186,0
monkeyc1g1s187,4
monkeyc1g1s188,4
monkeyc1g1s189,4
monkeyc1g1s190,4
monkeyc1g1s191,4
monkeyc1g1s192,0
monkeyc1g1s193,0
monkeyc1g1s194,4
monkeyc1g1s195,0
monkeyc1g1s196,4
monkeyc1g1s197,0
monkeyc1g1s198,4
monkeyc1g1s199,4
monkeyc1g1s200,4
monkeyc1g1s201,4
monkeyc1g1s202,4
monkeyc1g1s203,4
monkeyc1g1s204,0
monkeyc1g1s205,4
monkeyc1g1s206,4
monkeyc1g1s207,4
monkeyc1g1s208,4
monkeyc1g1s209,0
monkeyc1g1s210,4
monkeyc1g1s211,0
monkeyc1g1s212,4
monkeyc1g1s213,0
monkeyc1g1s214,4
monkeyc1g1s215,4
monkeyc1g1s216,0
monkeyc1g1s217,4
monkeyc1g1s218,0
monkeyc1g1s219,0
monkeyc1g1s220,4
monkeyc1g1s221,0
monkeyc1g1s222,4
monkeyc1g1s223,4
monkeyc1g1s224,4
monkeyc1g1s225,4
monkeyc1g1s226,4
monkeyc1g1s227,0
monkeyc1g1s228,4
monkeyc1g1s229,4
monkeyc1g1s230,4
monkeyc1g1s231,4
monkeyc1g1s232,4
monkeyc1g1s233,4
monkeyc1g1s234,0
monkeyc1g1s235,0
monkeyc1g1s236,4
monkeyc1g1s237,0
monkeyc1g1s238,0
monkeyc1g1s239,4
monkeyc1g1s240,4
monkeyc1g1s241,4
monkeyc1g1s242,0
monkeyc1g1s243,4
monkeyc1g1s244,4
monkeyc1g1s245,4
monkeyc1g1s246,0
monkeyc1g1s247,4
monkeyc1g1s248,4
monkeyc1g1s249,0
monkeyc1g1s250,4
monkeyc1g1s251,0
monkeyc1g1s252,4
monkeyc1g1s253,4
monkeyc1g1s254,4
monkeyc1g1s255,4
monkeyc1g1s256,4
monkeyc1g1s257,4
monkeyc1g1s258,0
monkeyc1g1s259,0
monkeyc1g1s260,0
monkeyc1g1s261,4
monkeyc1g1s262,0
monkeyc1g1s263,4
monkeyc1g1s264,4
monkeyc1g1s265,0
monkeyc1g1s266,0
monkeyc1g1s267,4
monkeyc1g1s268,4
monkeyc1g1s269,4
monkeyc1g1s270,4
monkeyc1g1s271,4
monkeyc1g1s272,4
monkeyc1g1s273,0
monkeyc1g1s274,4
monkeyc1g1s275,4
monkeyc1g1s276,4
monkeyc1g1s277,4
monkeyc1g1s278,0
monkeyc1g1s279,4
monkeyc1g1s280,0
monkeyc1g1s281,0
monkeyc1g1s282,4
monkeyc1g1s283,4
monkeyc1g1s284,4
monkeyc1g1s285,4
monkeyc1g1s286,4
monkeyc1g1s287,4
monkeyc1g1s288,4
